id,data_type,platform,source_id,publish_time,author_name,author_type,text_raw,text_clean,like_count,comment_count,repost_count,stance,frame,emotion,event_stage,keyword_hit,is_valid
5194279100088761,repost,weibo,5192118454714744,2025-07-31 01:21:44,Jiet518,ordinary_user,1、工作室戾气是否代表明星戾气？（因为手机不在老板手里！） 2、张碧晨知道这个事情之后，是否愿意打自己身边人，直面舆论环境然后道歉。都不是张碧晨练习生的本能！ 3、从过去练习生、好声音、与法师旅行，我个人的画像评估，小张真是天津人，看不清现在和未来，更看不懂它他她和它们，以及我和你！,1、工作室戾气是否代表明星戾气？（因为手机不在老板手里！） 2、张碧晨知道这个事情之后，是否愿意打自己身边人，直面舆论环境然后道歉。都不是张碧晨练习生的本能！ 3、从过去练习生、好声音、与法师旅行，我个人的画像评估，小张真是天津人，看不清现在和未来，更看不懂它他她和它们，以及我和你！,0,0,0,support_zhang,platform_meta,unclear,debate,工作室,1
5194261541686888,repost,weibo,5192118454714744,2025-07-31 00:11:59,是影隐呀,ordinary_user,现在 网络上掀起这么大的蝴蝶效应 铺天盖地的都是黑料  我就想知道要是当初知道会有这么大的蝴蝶效应 你们还会做死这样发吗  现在后悔不[允悲][允悲][允悲],现在 网络上掀起这么大的蝴蝶效应 铺天盖地的都是黑料 我就想知道要是当初知道会有这么大的蝴蝶效应 你们还会做死这样发吗 现在后悔不,0,0,0,support_wang,fan_conflict,unclear,debate,,1
5194044855814120,repost,weibo,5192118454714744,2025-07-30 09:50:57,悦音阁EU_F_O,ordinary_user,本来普普通通的一件事。两个人歌曲发行时间只相差区区15天，而且全收录在电视剧原声碟里，汪还是原创，人家说的双原唱体体面面，于张碧晨权益丝毫无损。连这都要争执？是原唱就是原唱，不是原唱就不是原唱。在张碧晨之前从来没听说过有人在原唱前面还要追加“唯一”二字。恭喜制造中文新词。根本就无谓,本来普普通通的一件事。两个人歌曲发行时间只相差区区15天，而且全收录在电视剧原声碟里，汪还是原创，人家说的双原唱体体面面，于张碧晨权益丝毫无损。连这都要争执？是原唱就是原唱，不是原唱就不是原唱。在张碧晨之前从来没听说过有人在原唱前面还要追加唯一二字。恭喜制造中文新词。根本就无谓,1,0,0,support_wang,original_singer,unclear,debate,原唱;歌曲,1
5193947737489814,repost,weibo,5192118454714744,2025-07-30 03:25:02,不要葱姜蒜鸭,ordinary_user,背刺女…,背刺女,0,0,0,support_zhang,fan_conflict,unclear,debate,,1
5193831955824902,repost,weibo,5192118454714744,2025-07-29 19:44:57,晨云初look,ordinary_user,[苦涩]//@张碧晨的钻石白:@张碧晨 始终合法合规使用作品，对创作者尊重。她珍视每一次音乐合作，更以敬畏之心守护作品的完整与纯粹。演唱者在作品传播中赋予的生命力、与听众共同缔造的情感联结，是十年间无数次共鸣的起点，这份意义不该被模糊、被消解。,// 始终合法合规使用作品，对创作者尊重。她珍视每一次音乐合作，更以敬畏之心守护作品的完整与纯粹。演唱者在作品传播中赋予的生命力、与听众共同缔造的情感联结，是十年间无数次共鸣的起点，这份意义不该被模糊、被消解。,0,0,0,support_wang,copyright_authorization,unclear,debate,作品,1
5193794221771832,repost,weibo,5192118454714744,2025-07-29 17:15:01,Get_up_ing,ordinary_user,这是在干什么？啊啊啊别把这首歌给搞没了啊[融化],这是在干什么？啊啊啊别把这首歌给搞没了啊,0,0,0,support_wang,fan_conflict,unclear,debate,,1
5193740409114306,repost,weibo,5192118454714744,2025-07-29 13:41:11,不如让阴天放晴zzz,ordinary_user,还比你们早发行一天哟[憧憬]@不如让阴天放晴zzz:按照贵公司提供的证据看来，恭喜汪苏泷梦幻诛仙唯一原唱！不服反驳 http://t.cn/A6FVAiD9 http://t.cn/A6FVA0Ml,还比你们早发行一天哟,0,0,0,support_wang,original_singer,unclear,debate,发行,1
5193716705008414,repost,weibo,5192118454714744,2025-07-29 12:07:00,-栗li栗子,ordinary_user,忘恩负义张碧晨[可爱],忘恩负义张碧晨,0,0,0,support_zhang,fan_conflict,unclear,debate,,1
5193705825767290,repost,weibo,5192118454714744,2025-07-29 11:23:46,勤放狗屁,ordinary_user,不会放过这个破音四馒头[微笑],不会放过这个破音四馒头,2,0,0,support_zhang,fan_conflict,unclear,debate,,1
5193612505907444,repost,weibo,5192118454714744,2025-07-29 05:12:57,Kuuu717,ordinary_user,是不是疯了//@张碧晨Studio:一场源于某博主的舆论争议，意外将一首陪伴听众十年的好作品推向风口浪尖，我们倍感遗憾。感谢十年前与《年轮》的相遇，也感谢过去十年《年轮》带来的共鸣、泪水与力量，值此《年轮》发行十周年之际，好好和这首作品告个别。,是不是疯了//,0,0,0,support_zhang,platform_meta,unclear,debate,年轮;感谢;作品;争议,1
5193538339603775,repost,weibo,5192118454714744,2025-07-29 00:18:13,脆蜜cmi,ordinary_user,不是我们的不必争取，我们不是软柿子，这一次休想把原唱偷回去！[可爱],不是我们的不必争取，我们不是软柿子，这一次休想把原唱偷回去！,3,0,0,support_zhang,fan_conflict,unclear,debate,原唱,1
5193531962689775,repost,weibo,5192118454714744,2025-07-28 23:52:54,为何不看我的眼睛,ordinary_user,原来如此//@科技小焱:#智搜分析##智搜分析我的刷博好搭子#  💎 理性看待争议  尽管张碧晨版本因电视剧热度广泛传播，但汪苏泷作为词曲创作者及同期演绎者，其权益同样不可忽视。此次争端本质是行业规则与合同执行的认知冲突，而非单方过错。在音乐共创中，尊重创作本源与表演贡献的平衡，才是避免此,原来如此// 理性看待争议 尽管张碧晨版本因电视剧热度广泛传播，但汪苏泷作为词曲创作者及同期演绎者，其权益同样不可忽视。此次争端本质是行业规则与合同执行的认知冲突，而非单方过错。在音乐共创中，尊重创作本源与表演贡献的平衡，才是避免此,0,0,0,support_wang,platform_meta,unclear,debate,词曲创作,1
5193519916390347,repost,weibo,5192118454714744,2025-07-28 23:05:02,白羽_腰间酒,ordinary_user,回复@张碧晨Studio:一首歌火了，不是应该感谢词曲人吗？怎么还全是演唱者的功劳呢？//@张碧晨Studio:一场源于某博主的舆论争议，意外将一首陪伴听众十年的好作品推向风口浪尖，我们倍感遗憾。感谢十年前与《年轮》的相遇，也感谢过去十年《年轮》带来的共鸣、泪水与力量，值此《年轮》发行十周年之际，,回复,0,0,0,support_zhang,platform_meta,unclear,debate,年轮;感谢,1
5193498389124314,repost,weibo,5192118454714744,2025-07-28 21:39:29,andwerslyyy,ordinary_user,是的啊🙂‍↕️//@断小仙:我觉得双原唱是特殊事项，没有约定就应该默认是唯一原唱，张的合同里没写，那就是唯一原唱。应该双原唱拿出证据举证。但是架不住男方粉丝多，路人说的话根本上不了桌[允悲],是的啊//,2,0,0,support_wang,original_singer,unclear,debate,粉丝,1
5193489686201486,repost,weibo,5192118454714744,2025-07-28 21:04:53,豆沫-6,ordinary_user,意思是背刺也背刺了，最后还要甩锅给旺仔小乔都怪她我们什么也没做是吗？那原唱声明是旺仔小乔逼你们发的啊//@张碧晨Studio:一场源于某博主的舆论争议，意外将一首陪伴听众十年的好作品推向风口浪尖，我们倍感遗憾。感谢十年前与《年轮》的相遇，也感谢过去十年《年轮》带来的共鸣、泪水与力量，值此《,意思是背刺也背刺了，最后还要甩锅给旺仔小乔都怪她我们什么也没做是吗？那原唱声明是旺仔小乔逼你们发的啊//,0,0,0,support_zhang,platform_meta,unclear,debate,年轮;感谢;原唱;争议,1
5193451891065481,repost,weibo,5192118454714744,2025-07-28 18:34:43,用户8000722508,ordinary_user,QQ酷内容QQ密码狗肉婆婆,QQ酷内容QQ密码狗肉婆婆,1,0,0,support_wang,fan_conflict,unclear,debate,,1
5193446723160407,repost,weibo,5192118454714744,2025-07-28 18:14:11,瓜皮被可乐撑到了,ordinary_user,搞得好像华晨宇没射一样……//@春野樱籽:她喜欢阴的啊 不然怎么能先生孩子呢//@小童不怕痛:不要碧莲 职场中小心这种人,搞得好像华晨宇没射一样// 不然怎么能先生孩子呢// 职场中小心这种人,0,4,0,support_wang,fan_conflict,unclear,debate,喜欢,1
5193441642284883,repost,weibo,5192118454714744,2025-07-28 17:54:00,用户8016627110,ordinary_user,忘本这一快[允悲],忘本这一快,0,0,0,support_zhang,fan_conflict,unclear,debate,,1
5193376640796786,repost,weibo,5192118454714744,2025-07-28 13:35:42,senlinxiumu,ordinary_user,贪心不足蛇吞象！呵呵。我是唯一原唱！被怼:那你别唱了。好尴尬啊,贪心不足蛇吞象！呵呵。我是唯一原唱！被怼:那你别唱了。好尴尬啊,2,0,0,support_zhang,original_singer,unclear,debate,,1
5193328263432813,repost,weibo,5192118454714744,2025-07-28 10:23:28,zzxasdgh,ordinary_user,虽然评论风向一边倒，但还是想说人家工作室声明得很清楚啊，事实证据很清晰地摆出来了，原定的唯一原唱凭什么妥协成双原唱啊[疑问],虽然评论风向一边倒，但还是想说人家工作室声明得很清楚啊，事实证据很清晰地摆出来了，原定的唯一原唱凭什么妥协成双原唱啊,1,0,0,support_zhang,platform_meta,unclear,debate,工作室;声明,1
5193323494506532,repost,weibo,5192118454714744,2025-07-28 10:04:29,有本事就报警,ordinary_user,词曲创作真是提都不提了 我真的很喜欢你啊zbc 你做这种事情真不害臊啊吗的,词曲创作真是提都不提了 我真的很喜欢你啊zbc 你做这种事情真不害臊啊吗的,2,0,0,support_wang,fan_conflict,unclear,debate,词曲创作;喜欢,1
5193320160299954,repost,weibo,5192118454714744,2025-07-28 09:51:16,呵呵了我的佚名,ordinary_user,回复@妹不堪言:0个人敢//@妹不堪言:以后谁还敢和张碧晨合作？,回复,0,0,0,support_zhang,fan_conflict,unclear,debate,,1
5193200643867515,repost,weibo,5192118454714744,2025-07-28 01:56:21,Swiin,ordinary_user,论情商和业务能力的重要性….. 即使事实摆在大家面前 这帮人还继续只手遮天硬杠秀下限…囧,论情商和业务能力的重要性.. 即使事实摆在大家面前 这帮人还继续只手遮天硬杠秀下限囧,0,0,0,support_wang,platform_meta,unclear,debate,,1
5193186876066994,repost,weibo,5192118454714744,2025-07-28 01:01:39,刘宇宁什么时候糊,ordinary_user,好见一工作室 好见一女的[允悲],好见一工作室 好见一女的,0,0,0,support_wang,fan_conflict,unclear,debate,工作室,1
5193130883680824,repost,weibo,5192118454714744,2025-07-27 21:19:09,ShowPony,ordinary_user,该谁原唱谁原唱，没有事先提前约定双版本先后上架就谁先唱谁先上架谁原唱，汪粉丝多更有名声音大就可以颠倒黑白了嘛[允悲]不是谁人多谁声音大谁有理，要讲道理，不要搞粉圈那套正主有理，不要追星追的魔怔不讲不讲逻辑不讲道理是非不分，尊重汪词曲创作者身份,该谁原唱谁原唱，没有事先提前约定双版本先后上架就谁先唱谁先上架谁原唱，汪粉丝多更有名声音大就可以颠倒黑白了嘛不是谁人多谁声音大谁有理，要讲道理，不要搞粉圈那套正主有理，不要追星追的魔怔不讲不讲逻辑不讲道理是非不分，尊重汪词曲创作者身份,0,0,0,support_wang,fan_conflict,unclear,debate,原唱;词曲创作;粉丝,1
5193099701915249,repost,weibo,5192118454714744,2025-07-27 19:15:15,造梦者212,ordinary_user,#张碧晨[超话]#蔡哥 你到底还有没有招啊 我们真的好委屈啊[泪][泪]@蔡诚俊Danny,#张碧晨#蔡哥 你到底还有没有招啊 我们真的好委屈啊,1,1,0,support_wang,fan_conflict,unclear,debate,,1
5193049045207497,repost,weibo,5192118454714744,2025-07-27 15:53:57,草莓味居居酱,ordinary_user,脸皮够厚，noface,脸皮够厚，noface,2,1,0,support_zhang,fan_conflict,unclear,debate,,1
5193021117170740,repost,weibo,5192118454714744,2025-07-27 14:02:58,自在中和,ordinary_user,喜欢张碧晨的年轮，支持一下，有理有据，该坚持的就是要坚持[努力],喜欢张碧晨的年轮，支持一下，有理有据，该坚持的就是要坚持,1,0,0,support_zhang,fan_conflict,unclear,debate,年轮;喜欢;支持,1
5193015427334917,repost,weibo,5192118454714744,2025-07-27 13:40:21,用户7926942236,ordinary_user,本世纪最大笑话 没得唱说不想唱#张碧晨[超话]#,本世纪最大笑话 没得唱说不想唱#张碧晨#,2,0,0,support_zhang,fan_conflict,unclear,debate,,1
5193014917988702,repost,weibo,5192118454714744,2025-07-27 13:38:20,脆蜜cmi,ordinary_user,背刺“歌”//@syq_沈云卿-爱的史诗巡演版:笑发财了，谁先背刺问问自己哥哥团队，自己心里清楚哦[流鼻血][流鼻血],背刺歌//,0,0,0,support_zhang,fan_conflict,unclear,debate,巡演,1
5192984767234144,repost,weibo,5192118454714744,2025-07-27 11:38:31,猪儿是个好男孩,ordinary_user,谁给的自信，旺仔狗屎？！！那很有意思了[太开心],谁给的自信，旺仔狗屎？！！那很有意思了,2,0,0,support_wang,fan_conflict,unclear,debate,,1
5192964306371241,repost,weibo,5192118454714744,2025-07-27 10:17:14,培佩培佩,ordinary_user,第一次有实感到娱乐圈对粉丝群体文化程度的期望画像有多低……也第一次看到把板上钉钉毫无争议可言的法律责任就这样理直气壮地指鹿为马还引导成功了,第一次有实感到娱乐圈对粉丝群体文化程度的期望画像有多低也第一次看到把板上钉钉毫无争议可言的法律责任就这样理直气壮地指鹿为马还引导成功了,0,0,0,support_zhang,legal_discussion,unclear,debate,粉丝;法律责任;争议;引导,1
5192963676176538,repost,weibo,5192118454714744,2025-07-27 10:14:43,被迫又改名的balabala兔,ordinary_user,私生 偷生 窃声 这又争又抢的一生//@放下这块西瓜让我来:你是原唱 但强调个什么唯一原唱呢？还无数次演唱会提及感谢wsl  有这么感谢的吗？钱也让挣了 名也要争 吃相真是难看[吐] 好不容易私生饭事件压下去了 生孩子事件又来了 这段风波过了又来刚这个 搞的歌以后都唱不了了 真是拎不清,私生 偷生 窃声 这又争又抢的一生// 但强调个什么唯一原唱呢？还无数次演唱会提及感谢wsl 有这么感谢的吗？钱也让挣了 名也要争 吃相真是难看 好不容易私生饭事件压下去了 生孩子事件又来了 这段风波过了又来刚这个 搞的歌以后都唱不了了 真是拎不清,0,0,0,support_wang,original_singer,unclear,debate,感谢;原唱;演唱会;强调,1
5192956367603962,repost,weibo,5192118454714744,2025-07-27 09:45:41,偶赋凌云偶倦飞_,ordinary_user,法学生上课案例又有了，太搞笑了这工作室没有一个人懂一点点著作权法，搞不清楚表演者权怎么来的……,法学生上课案例又有了，太搞笑了这工作室没有一个人懂一点点著作权法，搞不清楚表演者权怎么来的,0,0,0,support_wang,legal_discussion,unclear,debate,工作室,1
5192955700186119,repost,weibo,5192118454714744,2025-07-27 09:43:02,张瑜一米阳光,ordinary_user,更是不要脸//@7iiecho:唯一原唱！！！！没有双原唱！！！！妈呀你好硬气 ！！！！！[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],更是不要脸// ！！！！！,0,0,0,support_zhang,original_singer,unclear,debate,,1
5192948155156778,repost,weibo,5192118454714744,2025-07-27 09:13:03,imnotchoara-,ordinary_user,姐你糊涂啊[苦涩],姐你糊涂啊,0,0,0,support_zhang,fan_conflict,unclear,debate,,1
5192944140682254,repost,weibo,5192118454714744,2025-07-27 08:57:06,抱恩来的,ordinary_user,？[打call][打call][打call][打call][打call]众所周知张碧晨一直是这样的人,？众所周知张碧晨一直是这样的人,1,0,0,support_wang,fan_conflict,unclear,debate,,1
5208150217065221,repost,weibo,5192180966884693,2025-09-07 08:00:37,还是不太饿,ordinary_user,田力太孝顺了//@Thc93rd:回复@Mateoluna:大姐，我以我全家性命作保证，花千骨是我上大二的时候播出的，全班一起作机械制图一起追，这首歌片尾曲就是两个版本，汪苏泷演唱的版本也出现在片尾曲过，有时候放张碧晨有时候放汪苏泷，所以汪苏泷也是原唱之一。当时我听了张碧晨的虽然更好听，但我一个男生声,田力太孝顺了//,0,0,0,support_wang,copyright_authorization,unclear,cooldown,原唱;演唱,1
5208150158083169,repost,weibo,5192180966884693,2025-09-07 08:00:23,还是不太饿,ordinary_user,你全家性命真不值钱//@Thc93rd:回复@Mateoluna:大姐，我以我全家性命作保证，花千骨是我上大二的时候播出的，全班一起作机械制图一起追，这首歌片尾曲就是两个版本，汪苏泷演唱的版本也出现在片尾曲过，有时候放张碧晨有时候放汪苏泷，所以汪苏泷也是原唱之一。当时我听了张碧晨的虽然更好听，但我一个,你全家性命真不值钱//,0,0,0,support_wang,copyright_authorization,unclear,cooldown,原唱;演唱,1
5199583106042872,repost,weibo,5192180966884693,2025-08-14 16:37:59,用户6766300369,ordinary_user,03 7现在这样 #运动打卡#,03 7现在这样 #运动打卡#,0,0,0,support_wang,platform_meta,unclear,cooldown,,1
5196969467448757,repost,weibo,5192180966884693,2025-08-07 11:32:19,用户6539456571,ordinary_user,#奶茶# 。#狮子座[超话]#！！#河北大学[超话]##奶茶# #张碧晨方回应年轮原唱# @王小井热爱生活每一天,#奶茶# 。#狮子座#！！#河北大学##奶茶# #张碧晨方回应年轮原唱#,1,0,0,support_zhang,copyright_authorization,unclear,cooldown,原唱;年轮;回应,1
5195149894488535,repost,weibo,5192180966884693,2025-08-02 11:01:59,桉芷珍鹿,ordinary_user,/1（（////#我的美食日记#,/1（（////#我的美食日记#,0,0,0,support_wang,fan_conflict,unclear,cooldown,,1
5193439746459089,repost,weibo,5192180966884693,2025-07-28 17:46:27,杨霖伟,ordinary_user,#张碧晨方回应年轮原唱# 47,#张碧晨方回应年轮原唱# 47,3,0,0,support_zhang,copyright_authorization,unclear,debate,原唱;年轮;回应,1
5193302615786550,repost,weibo,5192180966884693,2025-07-28 08:41:32,在网球馆抽盲盒的椰子,ordinary_user,#仲夏时节趣味答题##李兰迪[超话]#@梨视频,#仲夏时节趣味答题##李兰迪#,0,1,0,support_zhang,platform_meta,unclear,debate,,1
5193294210663422,repost,weibo,5192180966884693,2025-07-28 08:08:09,用户7997578238,ordinary_user,丨弋//@阳光微凉风微热:呃呃，我一直以为他俩是好朋友，这只是一个网红的挑拨。这歌就是汪苏泷创作，双原唱，现在这咋还唯一原唱，彻底告别。。。什么操作。汪苏泷看到什么心情。。。,丨弋//,0,0,0,support_wang,original_singer,unclear,debate,告别,1
5193290582065481,repost,weibo,5192180966884693,2025-07-28 07:53:43,用户7314210304,ordinary_user,#宠物卖萌中心#,#宠物卖萌中心#,0,0,0,support_zhang,platform_meta,unclear,debate,,1
5193284072244153,repost,weibo,5192180966884693,2025-07-28 07:27:52,爷们儿5908,ordinary_user,张碧晨主张的提出的“唯一原唱”是没有错的，她并没有主张自己是“唯一原创”，所以，张碧晨在这场法律纠纷中被不该被人扭曲她的主张。过分扭曲也是一种侵权。衷心希望张碧晨放低身段与原创作者握手言和，在这里妥协的艺术更能展现一个人的情商，喜欢你们也祝福你们。记住，即便做不了至心❤️的朋友，,张碧晨主张的提出的唯一原唱是没有错的，她并没有主张自己是唯一原创，所以，张碧晨在这场法律纠纷中被不该被人扭曲她的主张。过分扭曲也是一种侵权。衷心希望张碧晨放低身段与原创作者握手言和，在这里妥协的艺术更能展现一个人的情商，喜欢你们也祝福你们。记住，即便做不了至心的朋友，,1,0,0,support_wang,legal_discussion,unclear,debate,,1
5193203650658507,repost,weibo,5192180966884693,2025-07-28 02:08:17,用户5889231162,ordinary_user,。@拜托啦同学 #手机随手拍#,。 #手机随手拍#,1,0,0,support_zhang,platform_meta,unclear,debate,,1
5193198077216317,repost,weibo,5192180966884693,2025-07-28 01:46:09,在博物馆吃松子的小牛,ordinary_user,#美食探店# Rsla,#美食探店# Rsla,1,0,0,support_wang,platform_meta,unclear,debate,,1
5193180958951240,repost,weibo,5192180966884693,2025-07-28 00:38:08,用户6023263373,ordinary_user,回复@Yisha渺渺:但全网没有多少人承认呀，法律也认可双原唱没错吧，那个时候如果是韩红唱的话，那的确举世皆知，但是张碧晨唱吧，还用不到这个词吧？兄弟。当然我说的那个时候我已经说的很委婉了。明白的应该都明白。，吧人家没有收版权费都承认双原唱了，给他台阶下了够仁慈了。//@Yisha渺渺:回复,回复,1,0,0,support_wang,legal_discussion,unclear,debate,版权,1
5192904781595622,repost,weibo,5192180966884693,2025-07-27 06:20:42,财早早发,ordinary_user,事出有因吧[思考]//@幸运赵笑笑:[允悲][允悲]版权都在人家汪苏泷手里，你还原唱原唱，人家不给版权你唱，你哪里来的原唱，先有鸡还先有蛋吗？现在好了，收回了，你也唱不了了[允悲][允悲][允悲]好不容易可以刷好感度好感度事情，硬是发的声明这么奇怪，工作室真的就草台班子呗,事出有因吧//,1,0,0,support_wang,platform_meta,unclear,debate,原唱;版权;工作室;收回;声明,1
